sceneId,sceneType,sectionFromVisualAssetFolder,proposal,reviewReasons,mediaEvidence,authoredActions
306072,3,ship,propose-distinct-2d,,"[{""kind"":""MovieSpecialCast"",""actionAtEnd"":0,""angleAtEnd"":-1,""castId"":306072,""comparators"":[],""dissolveToNextScene"":false,""endFrame"":-1,""fileName"":""GameDB/Deck3Aft/IFsolveSTL"",""initiallyEnabled"":true,""location"":{""x"":0,""y"":0},""looping"":false,""nextSceneId"":0,""scale"":1,""startFrame"":0,""image"":true,""width"":640,""height"":400}]","[{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":0,""defaultPass"":true,""gesture"":6,""initiallyEnabled"":true,""param1"":868,""param2"":1,""param3"":1,""rectBottom"":0,""rectLeft"":0,""rectRight"":0,""rectTop"":0,""type"":2},{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":0,""defaultPass"":true,""gesture"":6,""initiallyEnabled"":true,""param1"":867,""param2"":1,""param3"":1,""rectBottom"":0,""rectLeft"":0,""rectRight"":0,""rectTop"":0,""type"":2},{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":0,""defaultPass"":true,""gesture"":6,""initiallyEnabled"":true,""param1"":872,""param2"":1,""param3"":1,""rectBottom"":0,""rectLeft"":0,""rectRight"":0,""rectTop"":0,""type"":2},{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10005,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":3050,""param2"":3050,""param3"":-1,""rectBottom"":400,""rectLeft"":0,""rectRight"":640,""rectTop"":0,""type"":0}]"
307001,3,ship,exclude-authored-transition,,"[{""kind"":""MovieSpecialCast"",""actionAtEnd"":3020,""angleAtEnd"":3300,""castId"":307001,""comparators"":[],""dissolveToNextScene"":false,""endFrame"":-1,""fileName"":""GameDB/Deck3Aft/turkdor1TRN"",""initiallyEnabled"":true,""location"":{""x"":0,""y"":0},""looping"":false,""nextSceneId"":3020,""scale"":2,""startFrame"":0,""width"":320,""height"":200}]","[{""castId"":0,""comparators"":[{""gameStateId"":860,""testType"":0,""value"":0},{""gameStateId"":862,""testType"":0,""value"":0},{""gameStateId"":861,""testType"":0,""value"":0},{""gameStateId"":863,""testType"":0,""value"":0}],""cursorShapeWhenActive"":10012,""defaultPass"":false,""gesture"":5,""initiallyEnabled"":false,""param1"":0,""param2"":0,""param3"":-1,""rectBottom"":0,""rectLeft"":0,""rectRight"":0,""rectTop"":0,""type"":0}]"
307002,3,ship,exclude-authored-transition,,"[{""kind"":""MovieSpecialCast"",""actionAtEnd"":3080,""angleAtEnd"":-1,""castId"":307002,""comparators"":[],""dissolveToNextScene"":false,""endFrame"":-1,""fileName"":""GameDB/Deck3Aft/turkdor2TRN"",""initiallyEnabled"":true,""location"":{""x"":0,""y"":0},""looping"":false,""nextSceneId"":3080,""scale"":2,""startFrame"":0,""width"":320,""height"":200}]","[{""castId"":0,""comparators"":[{""gameStateId"":860,""testType"":0,""value"":0},{""gameStateId"":862,""testType"":0,""value"":0},{""gameStateId"":861,""testType"":0,""value"":0},{""gameStateId"":863,""testType"":0,""value"":0}],""cursorShapeWhenActive"":10012,""defaultPass"":false,""gesture"":5,""initiallyEnabled"":false,""param1"":0,""param2"":0,""param3"":-1,""rectBottom"":0,""rectLeft"":0,""rectRight"":0,""rectTop"":0,""type"":0}]"
307003,3,ship,exclude-authored-transition,,"[{""kind"":""MovieSpecialCast"",""actionAtEnd"":3060,""angleAtEnd"":4200,""castId"":307003,""comparators"":[],""dissolveToNextScene"":false,""endFrame"":-1,""fileName"":""GameDB/Deck3Aft/turkdor3TRN"",""initiallyEnabled"":true,""location"":{""x"":0,""y"":0},""looping"":false,""nextSceneId"":3060,""scale"":2,""startFrame"":0,""width"":320,""height"":200}]","[{""castId"":0,""comparators"":[{""gameStateId"":860,""testType"":0,""value"":0},{""gameStateId"":862,""testType"":0,""value"":0},{""gameStateId"":861,""testType"":0,""value"":0},{""gameStateId"":863,""testType"":0,""value"":0}],""cursorShapeWhenActive"":10012,""defaultPass"":false,""gesture"":5,""initiallyEnabled"":false,""param1"":0,""param2"":0,""param3"":-1,""rectBottom"":0,""rectLeft"":0,""rectRight"":0,""rectTop"":0,""type"":0}]"
307004,3,ship,exclude-authored-transition,,"[{""kind"":""MovieSpecialCast"",""actionAtEnd"":3090,""angleAtEnd"":2400,""castId"":307004,""comparators"":[],""dissolveToNextScene"":false,""endFrame"":-1,""fileName"":""GameDB/Deck3Aft/turkdor4TRN"",""initiallyEnabled"":true,""location"":{""x"":0,""y"":0},""looping"":false,""nextSceneId"":3090,""scale"":2,""startFrame"":0,""width"":320,""height"":200}]","[{""castId"":0,""comparators"":[{""gameStateId"":860,""testType"":0,""value"":0},{""gameStateId"":862,""testType"":0,""value"":0},{""gameStateId"":861,""testType"":0,""value"":0},{""gameStateId"":863,""testType"":0,""value"":0}],""cursorShapeWhenActive"":10012,""defaultPass"":false,""gesture"":5,""initiallyEnabled"":false,""param1"":0,""param2"":0,""param3"":-1,""rectBottom"":0,""rectLeft"":0,""rectRight"":0,""rectTop"":0,""type"":0}]"
307010,3,ship,review-auto-content,,"[{""kind"":""MovieSpecialCast"",""actionAtEnd"":3070,""angleAtEnd"":-1,""castId"":307009,""comparators"":[{""gameStateId"":1058,""testType"":0,""value"":0}],""dissolveToNextScene"":false,""endFrame"":-1,""fileName"":""GameDB/Deck3Aft/billscamVID"",""initiallyEnabled"":true,""location"":{""x"":0,""y"":0},""looping"":false,""nextSceneId"":3070,""scale"":2,""startFrame"":0,""width"":320,""height"":200},{""kind"":""MovieSpecialCast"",""actionAtEnd"":307011,""angleAtEnd"":-1,""castId"":307010,""comparators"":[{""gameStateId"":1058,""testType"":0,""value"":1}],""dissolveToNextScene"":false,""endFrame"":-1,""fileName"":""GameDB/Deck3Aft/billscamVID"",""initiallyEnabled"":true,""location"":{""x"":0,""y"":0},""looping"":false,""nextSceneId"":307011,""scale"":2,""startFrame"":0,""width"":320,""height"":200}]","[{""castId"":0,""comparators"":[{""gameStateId"":860,""testType"":0,""value"":0},{""gameStateId"":862,""testType"":0,""value"":0},{""gameStateId"":861,""testType"":0,""value"":0},{""gameStateId"":863,""testType"":0,""value"":0}],""cursorShapeWhenActive"":10012,""defaultPass"":false,""gesture"":5,""initiallyEnabled"":false,""param1"":0,""param2"":0,""param3"":-1,""rectBottom"":0,""rectLeft"":0,""rectRight"":0,""rectTop"":0,""type"":0}]"
307011,3,ship,propose-distinct-2d,,"[{""kind"":""MovieSpecialCast"",""actionAtEnd"":0,""angleAtEnd"":-1,""castId"":307011,""comparators"":[],""dissolveToNextScene"":false,""endFrame"":-1,""fileName"":""GameDB/Deck3Aft/flshcard1STL"",""initiallyEnabled"":true,""location"":{""x"":0,""y"":0},""looping"":false,""nextSceneId"":0,""scale"":1,""startFrame"":0,""image"":true,""width"":640,""height"":400}]","[{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10003,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":307012,""param2"":307012,""param3"":-1,""rectBottom"":214,""rectLeft"":242,""rectRight"":353,""rectTop"":145,""type"":0},{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10005,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":3070,""param2"":3070,""param3"":-1,""rectBottom"":400,""rectLeft"":0,""rectRight"":640,""rectTop"":0,""type"":0}]"
307012,3,ship,review-auto-content,,"[{""kind"":""MovieSpecialCast"",""actionAtEnd"":307013,""angleAtEnd"":-1,""castId"":307012,""comparators"":[],""dissolveToNextScene"":false,""endFrame"":-1,""fileName"":""GameDB/Deck3Aft/flshcardSPC"",""initiallyEnabled"":true,""location"":{""x"":0,""y"":0},""looping"":false,""nextSceneId"":307013,""scale"":2,""startFrame"":0,""width"":320,""height"":200}]",[]
307013,3,ship,propose-distinct-2d,,"[{""kind"":""MovieSpecialCast"",""actionAtEnd"":0,""angleAtEnd"":-1,""castId"":307013,""comparators"":[],""dissolveToNextScene"":false,""endFrame"":-1,""fileName"":""GameDB/Deck3Aft/flshcard2STL"",""initiallyEnabled"":true,""location"":{""x"":0,""y"":0},""looping"":false,""nextSceneId"":0,""scale"":1,""startFrame"":0,""image"":true,""width"":640,""height"":400},{""kind"":""ControlledMovieCast"",""castId"":307014,""companionMovieCastId"":0,""comparators"":[],""controlledLocation"":{""x"":132,""y"":72},""controlledMovieCallbacks"":[{""callbackWhen"":2,""direction"":0,""frames"":1,""gameState"":1015}],""fileName"":""GameDB/Deck3Aft/flipTBcdAni"",""initiallyEnabled"":true,""scale"":1,""width"":368,""height"":280}]","[{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10002,""defaultPass"":true,""gesture"":1,""initiallyEnabled"":true,""param1"":1015,""param2"":0,""param3"":0,""rectBottom"":308,""rectLeft"":123,""rectRight"":489,""rectTop"":103,""type"":6},{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":0,""defaultPass"":true,""gesture"":8,""initiallyEnabled"":true,""param1"":1060,""param2"":1,""param3"":1,""rectBottom"":400,""rectLeft"":0,""rectRight"":640,""rectTop"":0,""type"":9},{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":0,""defaultPass"":true,""gesture"":2,""initiallyEnabled"":true,""param1"":1015,""param2"":1,""param3"":1,""rectBottom"":400,""rectLeft"":0,""rectRight"":640,""rectTop"":0,""type"":9},{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10005,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":3070,""param2"":3070,""param3"":-1,""rectBottom"":400,""rectLeft"":0,""rectRight"":640,""rectTop"":0,""type"":0}]"
308001,3,ship,exclude-authored-transition,,"[{""kind"":""MovieSpecialCast"",""actionAtEnd"":3070,""angleAtEnd"":3299,""castId"":308001,""comparators"":[],""dissolveToNextScene"":false,""endFrame"":-1,""fileName"":""GameDB/Deck3Aft/shpmodS1TRN"",""initiallyEnabled"":true,""location"":{""x"":0,""y"":0},""looping"":false,""nextSceneId"":3070,""scale"":2,""startFrame"":0,""width"":320,""height"":200}]","[{""castId"":0,""comparators"":[{""gameStateId"":860,""testType"":0,""value"":0},{""gameStateId"":862,""testType"":0,""value"":0},{""gameStateId"":861,""testType"":0,""value"":0},{""gameStateId"":863,""testType"":0,""value"":0}],""cursorShapeWhenActive"":10012,""defaultPass"":false,""gesture"":5,""initiallyEnabled"":false,""param1"":0,""param2"":0,""param3"":-1,""rectBottom"":0,""rectLeft"":0,""rectRight"":0,""rectTop"":0,""type"":0}]"
308003,3,ship,exclude-authored-transition,,"[{""kind"":""MovieSpecialCast"",""actionAtEnd"":3110,""angleAtEnd"":600,""castId"":308003,""comparators"":[],""dissolveToNextScene"":false,""endFrame"":-1,""fileName"":""GameDB/Deck3Aft/shpmodS3TRN"",""initiallyEnabled"":true,""location"":{""x"":0,""y"":0},""looping"":false,""nextSceneId"":3110,""scale"":2,""startFrame"":0,""width"":320,""height"":200}]","[{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":0,""defaultPass"":true,""gesture"":6,""initiallyEnabled"":true,""param1"":1304,""param2"":1,""param3"":1,""rectBottom"":0,""rectLeft"":0,""rectRight"":0,""rectTop"":0,""type"":9},{""castId"":0,""comparators"":[{""gameStateId"":860,""testType"":0,""value"":0},{""gameStateId"":862,""testType"":0,""value"":0},{""gameStateId"":861,""testType"":0,""value"":0},{""gameStateId"":863,""testType"":0,""value"":0}],""cursorShapeWhenActive"":10012,""defaultPass"":false,""gesture"":5,""initiallyEnabled"":false,""param1"":0,""param2"":0,""param3"":-1,""rectBottom"":0,""rectLeft"":0,""rectRight"":0,""rectTop"":0,""type"":0}]"
308004,3,ship,exclude-authored-transition,,"[{""kind"":""MovieSpecialCast"",""actionAtEnd"":3410,""angleAtEnd"":2400,""castId"":308004,""comparators"":[],""dissolveToNextScene"":false,""endFrame"":-1,""fileName"":""GameDB/Deck3Aft/shpmodS4TRN"",""initiallyEnabled"":true,""location"":{""x"":0,""y"":0},""looping"":false,""nextSceneId"":3410,""scale"":2,""startFrame"":0,""width"":320,""height"":200}]","[{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":0,""defaultPass"":true,""gesture"":6,""initiallyEnabled"":true,""param1"":1301,""param2"":1,""param3"":1,""rectBottom"":0,""rectLeft"":0,""rectRight"":0,""rectTop"":0,""type"":9},{""castId"":0,""comparators"":[{""gameStateId"":860,""testType"":0,""value"":0},{""gameStateId"":862,""testType"":0,""value"":0},{""gameStateId"":861,""testType"":0,""value"":0},{""gameStateId"":863,""testType"":0,""value"":0}],""cursorShapeWhenActive"":10012,""defaultPass"":false,""gesture"":5,""initiallyEnabled"":false,""param1"":0,""param2"":0,""param3"":-1,""rectBottom"":0,""rectLeft"":0,""rectRight"":0,""rectTop"":0,""type"":0}]"
308005,3,ship,exclude-authored-transition,,"[{""kind"":""MovieSpecialCast"",""actionAtEnd"":3082,""angleAtEnd"":1500,""castId"":308005,""comparators"":[],""dissolveToNextScene"":false,""endFrame"":-1,""fileName"":""GameDB/Deck3Aft/shpmodS5TRN"",""initiallyEnabled"":true,""location"":{""x"":0,""y"":0},""looping"":false,""nextSceneId"":3082,""scale"":2,""startFrame"":0,""width"":320,""height"":200}]","[{""castId"":0,""comparators"":[{""gameStateId"":860,""testType"":0,""value"":0},{""gameStateId"":862,""testType"":0,""value"":0},{""gameStateId"":861,""testType"":0,""value"":0},{""gameStateId"":863,""testType"":0,""value"":0}],""cursorShapeWhenActive"":10012,""defaultPass"":false,""gesture"":5,""initiallyEnabled"":false,""param1"":0,""param2"":0,""param3"":-1,""rectBottom"":0,""rectLeft"":0,""rectRight"":0,""rectTop"":0,""type"":0}]"
308006,3,ship,exclude-authored-transition,,"[{""kind"":""MovieSpecialCast"",""actionAtEnd"":3081,""angleAtEnd"":1500,""castId"":308006,""comparators"":[],""dissolveToNextScene"":false,""endFrame"":112,""fileName"":""GameDB/Deck3Aft/shpmodS6TRN"",""initiallyEnabled"":true,""location"":{""x"":0,""y"":0},""looping"":false,""nextSceneId"":3081,""scale"":2,""startFrame"":1,""width"":320,""height"":200}]","[{""castId"":0,""comparators"":[{""gameStateId"":860,""testType"":0,""value"":0},{""gameStateId"":862,""testType"":0,""value"":0},{""gameStateId"":861,""testType"":0,""value"":0},{""gameStateId"":863,""testType"":0,""value"":0}],""cursorShapeWhenActive"":10012,""defaultPass"":false,""gesture"":5,""initiallyEnabled"":false,""param1"":0,""param2"":0,""param3"":-1,""rectBottom"":0,""rectLeft"":0,""rectRight"":0,""rectTop"":0,""type"":0}]"
308020,3,ship,review-held-2d,"shared-base family; compare overlays, frames, controls and navigation before grouping","[{""kind"":""MovieSpecialCast"",""actionAtEnd"":0,""angleAtEnd"":-1,""castId"":308020,""comparators"":[],""dissolveToNextScene"":false,""endFrame"":-1,""fileName"":""GameDB/Deck3Aft/scrbclseSTL"",""initiallyEnabled"":true,""location"":{""x"":0,""y"":0},""looping"":false,""nextSceneId"":0,""scale"":1,""startFrame"":0,""width"":640,""height"":400,""image"":true},{""kind"":""MovieSpecialCast"",""actionAtEnd"":0,""angleAtEnd"":-1,""castId"":308023,""comparators"":[],""dissolveToNextScene"":false,""endFrame"":-1,""fileName"":""GameDB/Deck3Aft/scrbJMANI"",""initiallyEnabled"":true,""location"":{""x"":330,""y"":167},""looping"":false,""nextSceneId"":0,""scale"":1,""startFrame"":0,""width"":160,""height"":60}]","[{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10002,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":308021,""param2"":308021,""param3"":-1,""rectBottom"":118,""rectLeft"":168,""rectRight"":242,""rectTop"":53,""type"":0},{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10002,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":308022,""param2"":308022,""param3"":-1,""rectBottom"":118,""rectLeft"":347,""rectRight"":412,""rectTop"":53,""type"":0},{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10005,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":3080,""param2"":3080,""param3"":-1,""rectBottom"":400,""rectLeft"":0,""rectRight"":640,""rectTop"":0,""type"":0}]"
308021,3,ship,review-held-2d,"shared-base family; compare overlays, frames, controls and navigation before grouping; unconditional advancing visual cast; verify stable content is actually presented; automatic scene action; verify router versus visible view","[{""kind"":""MovieSpecialCast"",""actionAtEnd"":0,""angleAtEnd"":-1,""castId"":308020,""comparators"":[],""dissolveToNextScene"":false,""endFrame"":-1,""fileName"":""GameDB/Deck3Aft/scrbclseSTL"",""initiallyEnabled"":true,""location"":{""x"":0,""y"":0},""looping"":false,""nextSceneId"":0,""scale"":1,""startFrame"":0,""width"":640,""height"":400,""image"":true},{""kind"":""MovieSpecialCast"",""actionAtEnd"":308050,""angleAtEnd"":-1,""castId"":308025,""comparators"":[],""dissolveToNextScene"":false,""endFrame"":-1,""fileName"":""GameDB/Deck3Aft/glwSRbutANI"",""initiallyEnabled"":true,""location"":{""x"":171,""y"":53},""looping"":false,""nextSceneId"":308050,""scale"":1,""startFrame"":0,""width"":68,""height"":68},{""kind"":""MovieSpecialCast"",""actionAtEnd"":0,""angleAtEnd"":-1,""castId"":308023,""comparators"":[],""dissolveToNextScene"":false,""endFrame"":-1,""fileName"":""GameDB/Deck3Aft/scrbJMANI"",""initiallyEnabled"":true,""location"":{""x"":330,""y"":167},""looping"":false,""nextSceneId"":0,""scale"":1,""startFrame"":0,""width"":160,""height"":60},{""kind"":""MovieSpecialCast"",""actionAtEnd"":308050,""angleAtEnd"":-1,""castId"":308021,""comparators"":[],""dissolveToNextScene"":false,""endFrame"":-1,""fileName"":""GameDB/Deck3Aft/scrbopenANI"",""initiallyEnabled"":true,""location"":{""x"":94,""y"":170},""looping"":false,""nextSceneId"":308050,""scale"":1,""startFrame"":0,""width"":172,""height"":60}]","[{""castId"":0,""comparators"":[{""gameStateId"":860,""testType"":0,""value"":0},{""gameStateId"":862,""testType"":0,""value"":0},{""gameStateId"":861,""testType"":0,""value"":0},{""gameStateId"":863,""testType"":0,""value"":0}],""cursorShapeWhenActive"":10012,""defaultPass"":false,""gesture"":5,""initiallyEnabled"":false,""param1"":0,""param2"":0,""param3"":-1,""rectBottom"":0,""rectLeft"":0,""rectRight"":0,""rectTop"":0,""type"":0}]"
308022,3,ship,review-held-2d,"shared-base family; compare overlays, frames, controls and navigation before grouping; unconditional advancing visual cast; verify stable content is actually presented; automatic scene action; verify router versus visible view","[{""kind"":""MovieSpecialCast"",""actionAtEnd"":0,""angleAtEnd"":-1,""castId"":308020,""comparators"":[],""dissolveToNextScene"":false,""endFrame"":-1,""fileName"":""GameDB/Deck3Aft/scrbclseSTL"",""initiallyEnabled"":true,""location"":{""x"":0,""y"":0},""looping"":false,""nextSceneId"":0,""scale"":1,""startFrame"":0,""width"":640,""height"":400,""image"":true},{""kind"":""MovieSpecialCast"",""actionAtEnd"":0,""angleAtEnd"":-1,""castId"":308023,""comparators"":[],""dissolveToNextScene"":false,""endFrame"":-1,""fileName"":""GameDB/Deck3Aft/scrbJMANI"",""initiallyEnabled"":true,""location"":{""x"":330,""y"":167},""looping"":false,""nextSceneId"":0,""scale"":1,""startFrame"":0,""width"":160,""height"":60},{""kind"":""MovieSpecialCast"",""actionAtEnd"":308050,""angleAtEnd"":-1,""castId"":308024,""comparators"":[],""dissolveToNextScene"":false,""endFrame"":-1,""fileName"":""GameDB/Deck3Aft/glwSRbutANI"",""initiallyEnabled"":true,""location"":{""x"":342,""y"":53},""looping"":false,""nextSceneId"":308050,""scale"":1,""startFrame"":0,""width"":68,""height"":68},{""kind"":""MovieSpecialCast"",""actionAtEnd"":308050,""angleAtEnd"":-1,""castId"":308022,""comparators"":[],""dissolveToNextScene"":false,""endFrame"":-1,""fileName"":""GameDB/Deck3Aft/scrbopenANI"",""initiallyEnabled"":true,""location"":{""x"":94,""y"":170},""looping"":false,""nextSceneId"":308050,""scale"":1,""startFrame"":0,""width"":172,""height"":60}]","[{""castId"":0,""comparators"":[{""gameStateId"":860,""testType"":0,""value"":0},{""gameStateId"":862,""testType"":0,""value"":0},{""gameStateId"":861,""testType"":0,""value"":0},{""gameStateId"":863,""testType"":0,""value"":0}],""cursorShapeWhenActive"":10012,""defaultPass"":false,""gesture"":5,""initiallyEnabled"":false,""param1"":0,""param2"":0,""param3"":-1,""rectBottom"":0,""rectLeft"":0,""rectRight"":0,""rectTop"":0,""type"":0}]"
308026,3,ship,review-held-2d,"shared-base family; compare overlays, frames, controls and navigation before grouping; unconditional advancing visual cast; verify stable content is actually presented","[{""kind"":""MovieSpecialCast"",""actionAtEnd"":0,""angleAtEnd"":-1,""castId"":308020,""comparators"":[],""dissolveToNextScene"":false,""endFrame"":-1,""fileName"":""GameDB/Deck3Aft/scrbclseSTL"",""initiallyEnabled"":true,""location"":{""x"":0,""y"":0},""looping"":false,""nextSceneId"":0,""scale"":1,""startFrame"":0,""width"":640,""height"":400,""image"":true},{""kind"":""MovieSpecialCast"",""actionAtEnd"":0,""angleAtEnd"":-1,""castId"":308023,""comparators"":[],""dissolveToNextScene"":false,""endFrame"":-1,""fileName"":""GameDB/Deck3Aft/scrbJMANI"",""initiallyEnabled"":true,""location"":{""x"":330,""y"":167},""looping"":false,""nextSceneId"":0,""scale"":1,""startFrame"":0,""width"":160,""height"":60},{""kind"":""MovieSpecialCast"",""actionAtEnd"":3080,""angleAtEnd"":-1,""castId"":308026,""comparators"":[],""dissolveToNextScene"":false,""endFrame"":-1,""fileName"":""GameDB/Deck3Aft/glwSRbutANI"",""initiallyEnabled"":true,""location"":{""x"":171,""y"":53},""looping"":false,""nextSceneId"":3080,""scale"":1,""startFrame"":0,""width"":68,""height"":68},{""kind"":""MovieSpecialCast"",""actionAtEnd"":3080,""angleAtEnd"":-1,""castId"":308027,""comparators"":[],""dissolveToNextScene"":false,""endFrame"":-1,""fileName"":""GameDB/Deck3For/doornonoTOM"",""initiallyEnabled"":true,""location"":{""x"":0,""y"":0},""looping"":false,""nextSceneId"":3080,""scale"":1,""startFrame"":0,""audioOnly"":true}]",[]
308028,3,ship,review-held-2d,"shared-base family; compare overlays, frames, controls and navigation before grouping; unconditional advancing visual cast; verify stable content is actually presented; automatic scene action; verify router versus visible view","[{""kind"":""MovieSpecialCast"",""actionAtEnd"":0,""angleAtEnd"":-1,""castId"":308020,""comparators"":[],""dissolveToNextScene"":false,""endFrame"":-1,""fileName"":""GameDB/Deck3Aft/scrbclseSTL"",""initiallyEnabled"":true,""location"":{""x"":0,""y"":0},""looping"":false,""nextSceneId"":0,""scale"":1,""startFrame"":0,""width"":640,""height"":400,""image"":true},{""kind"":""MovieSpecialCast"",""actionAtEnd"":0,""angleAtEnd"":-1,""castId"":308023,""comparators"":[],""dissolveToNextScene"":false,""endFrame"":-1,""fileName"":""GameDB/Deck3Aft/scrbJMANI"",""initiallyEnabled"":true,""location"":{""x"":330,""y"":167},""looping"":false,""nextSceneId"":0,""scale"":1,""startFrame"":0,""width"":160,""height"":60},{""kind"":""MovieSpecialCast"",""actionAtEnd"":3080,""angleAtEnd"":-1,""castId"":308028,""comparators"":[],""dissolveToNextScene"":false,""endFrame"":-1,""fileName"":""GameDB/Deck3Aft/glwSRbutANI"",""initiallyEnabled"":true,""location"":{""x"":342,""y"":53},""looping"":false,""nextSceneId"":3080,""scale"":1,""startFrame"":0,""width"":68,""height"":68},{""kind"":""MovieSpecialCast"",""actionAtEnd"":3080,""angleAtEnd"":-1,""castId"":308027,""comparators"":[],""dissolveToNextScene"":false,""endFrame"":-1,""fileName"":""GameDB/Deck3For/doornonoTOM"",""initiallyEnabled"":true,""location"":{""x"":0,""y"":0},""looping"":false,""nextSceneId"":3080,""scale"":1,""startFrame"":0,""audioOnly"":true}]","[{""castId"":0,""comparators"":[{""gameStateId"":860,""testType"":0,""value"":0},{""gameStateId"":862,""testType"":0,""value"":0},{""gameStateId"":861,""testType"":0,""value"":0},{""gameStateId"":863,""testType"":0,""value"":0}],""cursorShapeWhenActive"":10012,""defaultPass"":false,""gesture"":5,""initiallyEnabled"":false,""param1"":0,""param2"":0,""param3"":-1,""rectBottom"":0,""rectLeft"":0,""rectRight"":0,""rectTop"":0,""type"":0}]"
